City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR),random_date
Riyadh,South,Al-Marwah,apartment,150,2,4,5,No,10,Yes,Sale,154983.4,2024-01-06
Riyadh,West,Al-Oraija,apartment,120,3,4,4,Yes,6,Yes,Sale,494064.56,2024-09-13
Riyadh,West,Tuwaiq,apartment,269,1,1,4,No,5,No,Sale,936115.47,2021-08-09
Riyadh,East,Al-Hamra,apartment,172,4,1,1,No,8,No,Sale,685414.72,2023-03-09
Riyadh,Central,Al-Olaya,apartment,96,4,4,2,Yes,6,No,Sale,188824.48,2020-06-12
Riyadh,Central,Al-Jaradiyah,apartment,171,2,1,3,Yes,5,No,Sale,257580.35,2020-12-31
Riyadh,South,Al-Khalidiyah,apartment,159,2,4,1,Yes,4,No,Sale,167752.0,2022-02-26
Riyadh,South,Al-Haï¿½ï¿,apartment,183,4,1,2,No,5,No,Sale,155033.53,2021-07-07
Riyadh,South,Al-Aziziyah,apartment,113,3,2,5,Yes,4,No,Sale,190023.1,2024-07-28
Riyadh,West,Al-Suwaidi,apartment,123,4,3,1,No,8,Yes,Sale,396542.61,2023-07-07
Riyadh,Central,Al-Morouj,apartment,171,2,4,5,No,2,No,Sale,378180.66,2024-01-12
Riyadh,West,Al-Huda,apartment,212,2,3,5,Yes,6,Yes,Sale,750741.06,2021-08-18
Riyadh,West,Tuwaiq,apartment,242,4,2,3,No,3,Yes,Sale,750946.89,2022-09-12
Riyadh,Central,Al-Yamamah,apartment,234,2,4,2,No,8,Yes,Sale,406549.74,2021-08-17
Riyadh,South,Badr,apartment,193,3,3,4,No,7,Yes,Sale,191113.67,2022-06-08
Riyadh,South,Al-Khalidiyah,apartment,152,3,1,2,No,5,No,Sale,124727.76,2020-07-25
Riyadh,Central,Al-Olaya,apartment,199,3,2,4,Yes,4,Yes,Sale,290930.18,2020-06-27
Riyadh,South,Al-Shifa,apartment,275,1,1,4,No,6,No,Sale,266437.42,2022-07-24
Riyadh,West,Dhahret Laban,apartment,262,1,1,2,Yes,5,No,Sale,981090.4,2022-09-30
Riyadh,East,Granada (Ghernata),apartment,242,3,2,4,No,1,No,Sale,957457.22,2022-11-09
Riyadh,West,Shubra,apartment,248,1,3,2,Yes,2,Yes,Sale,644827.13,2021-10-12
Riyadh,Central,Al-Fakheriyah,apartment,122,2,3,2,Yes,4,No,Sale,199440.95,2020-03-13
Riyadh,Central,Al-Malaz,apartment,183,2,4,4,Yes,8,No,Sale,263101.1,2020-01-21
Riyadh,East,Al-Munsiyah,apartment,94,4,2,1,No,8,Yes,Sale,310195.23,2020-09-13
Riyadh,Central,Al-Murabba,apartment,254,3,2,1,No,5,Yes,Sale,417439.76,2024-10-30
Riyadh,Central,Al-Malaz,apartment,170,1,3,5,Yes,4,Yes,Sale,246128.92,2021-03-10
Riyadh,West,Tuwaiq,apartment,163,2,3,4,Yes,7,Yes,Sale,394176.89,2023-02-08
Riyadh,East,Al-Sulay,apartment,103,4,4,5,Yes,3,Yes,Sale,354768.51,2021-04-22
Riyadh,North,Al-Wadi,apartment,253,4,1,3,Yes,8,No,Sale,1873894.89,2020-02-11
Riyadh,South,Al-Difa,apartment,184,3,3,4,Yes,5,Yes,Sale,287369.99,2024-07-19
Riyadh,South,Al-Shaalan,apartment,134,3,1,3,Yes,10,No,Sale,172356.52,2020-10-28
Riyadh,South,Al-Shifa,apartment,135,2,3,4,Yes,7,Yes,Sale,165138.73,2024-06-29
Riyadh,East,Qurtubah,apartment,229,4,2,5,No,9,Yes,Sale,908272.48,2023-02-10
Riyadh,West,Al-Mousa,apartment,233,1,1,2,No,1,Yes,Sale,850494.01,2024-12-29
Riyadh,Central,Al-Sulaimaniya,apartment,272,4,3,3,No,6,Yes,Sale,407493.41,2024-04-14
Riyadh,East,Al-Shuhada,apartment,244,4,2,2,Yes,4,No,Sale,830487.38,2023-02-01
Riyadh,South,Al-Dar Al-Baida,apartment,143,1,3,2,No,9,No,Sale,143879.79,2022-08-27
Riyadh,Central,Al-Olaya,apartment,128,4,1,1,Yes,3,Yes,Sale,262807.39,2022-04-03
Riyadh,East,Al-Rayan,apartment,190,4,1,1,No,3,No,Sale,822995.75,2022-07-27
Riyadh,East,Al-Ruwad,apartment,109,3,4,2,No,5,Yes,Sale,479534.19,2021-12-26
Riyadh,West,Tuwaiq,apartment,174,2,4,5,Yes,2,Yes,Sale,681883.83,2022-11-20
Riyadh,East,Al-Jazirah,apartment,108,1,1,4,Yes,1,Yes,Sale,556633.13,2024-08-06
Riyadh,North,Al-Wadi,apartment,142,3,2,3,Yes,1,No,Sale,1077477.94,2021-01-27
Riyadh,West,Namar,apartment,167,2,2,3,No,3,Yes,Sale,732207.97,2024-11-20
Riyadh,East,Al-Sulay,apartment,218,2,4,2,Yes,5,No,Sale,687577.94,2021-04-23
Riyadh,West,Shubra,apartment,190,4,2,2,Yes,8,Yes,Sale,491063.94,2021-01-02
Riyadh,Central,Al-Murabba,apartment,156,1,4,2,Yes,3,No,Sale,277503.05,2024-01-24
Riyadh,North,Al-Jameah (University District),apartment,166,3,2,2,Yes,1,No,Sale,1714227.5,2023-10-28
Riyadh,East,Al-Rayan,apartment,272,4,1,3,No,9,No,Sale,1438512.56,2024-04-25
Riyadh,West,Al-Suwaidi,apartment,108,4,1,2,No,3,Yes,Sale,414830.89,2021-02-18
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,140,4,4,5,Yes,2,Yes,Sale,482649.06,2021-12-17
Riyadh,North,Al-Nada,apartment,153,4,1,3,No,8,No,Sale,1393090.8,2022-04-06
Riyadh,North,Hittin,apartment,189,4,4,4,No,3,Yes,Sale,1462592.28,2020-02-27
Riyadh,East,Qurtubah,apartment,242,2,1,3,No,6,No,Sale,1019505.69,2022-11-15
Riyadh,West,Tuwaiq,apartment,227,4,1,5,Yes,10,Yes,Sale,770040.93,2023-08-04
Riyadh,East,Al-Ruwad,apartment,128,3,1,1,Yes,6,No,Sale,549118.91,2023-04-03
Riyadh,East,Al-Shuhada,apartment,193,1,3,2,Yes,7,No,Sale,856962.61,2022-07-24
Riyadh,South,Al-Aziziyah,apartment,161,1,2,2,Yes,10,Yes,Sale,218384.65,2023-02-25
Riyadh,West,Al-Huda,apartment,141,2,4,4,Yes,5,Yes,Sale,538150.37,2020-01-25
Riyadh,East,Al-Hamra,apartment,203,3,4,4,Yes,10,Yes,Sale,698973.16,2022-02-28
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,242,1,4,2,No,3,No,Sale,2570653.43,2023-12-02
Riyadh,East,Al-Hamra,apartment,219,2,1,4,Yes,7,Yes,Sale,995079.9,2023-01-13
Riyadh,North,Al-Qirawan,apartment,243,3,3,3,No,4,No,Sale,2941909.14,2024-06-28
Riyadh,South,Al-Haï¿½ï¿,apartment,186,3,3,4,No,3,Yes,Sale,245830.8,2024-12-08
Riyadh,East,Al-Quds,apartment,273,1,4,4,No,4,Yes,Sale,951668.81,2021-09-12
Riyadh,South,Al-Aziziyah,apartment,226,2,1,3,No,9,No,Sale,258601.42,2020-04-17
Riyadh,Central,Al-Maather,apartment,230,3,3,4,No,8,No,Sale,386089.14,2022-10-29
Riyadh,Central,Al-Jaradiyah,apartment,138,4,1,3,No,8,No,Sale,180669.72,2023-03-20
Riyadh,Central,Al-Yamamah,apartment,107,2,3,3,Yes,6,Yes,Sale,218973.8,2023-10-29
Riyadh,South,Al-Shaalan,apartment,145,4,3,3,No,3,No,Sale,232039.08,2023-09-11
Riyadh,East,Al-Nahda,apartment,171,1,3,3,No,3,Yes,Sale,768765.57,2021-11-01
Riyadh,East,Qurtubah,apartment,261,1,4,4,No,10,No,Sale,1133284.05,2020-05-03
Riyadh,East,Al-Shuhada,apartment,130,3,2,5,Yes,7,No,Sale,566279.77,2020-10-22
Riyadh,Central,Al-Murabba,apartment,196,2,2,4,Yes,5,Yes,Sale,397483.98,2021-04-13
Riyadh,South,Al-Marwah,apartment,212,4,1,2,Yes,6,No,Sale,293806.08,2022-08-01
Riyadh,East,Al-Sulay,apartment,177,2,1,5,Yes,5,No,Sale,656641.66,2020-05-26
Riyadh,Central,Al-Yamamah,apartment,109,4,4,4,Yes,5,Yes,Sale,182500.79,2020-08-20
Riyadh,Central,Al-Murqab,apartment,171,4,2,5,No,2,Yes,Sale,307839.03,2022-03-16
Riyadh,Central,Al-Wurud,apartment,257,4,3,1,No,8,No,Sale,282405.67,2022-02-10
Riyadh,Central,Al-Dhobat,apartment,127,2,4,1,No,4,Yes,Sale,133976.38,2020-11-11
Riyadh,East,Al-Nahda,apartment,261,2,4,5,No,7,No,Sale,1265049.44,2023-05-03
Riyadh,West,Al-Huda,apartment,230,3,3,5,No,3,Yes,Sale,511979.34,2020-10-08
Riyadh,South,Al-Fawaz,apartment,108,3,1,5,No,7,Yes,Sale,146710.29,2021-12-05
Riyadh,West,Al-Suwaidi,apartment,146,1,4,5,No,1,No,Sale,434306.16,2021-05-03
Riyadh,Central,Al-Jaradiyah,apartment,113,3,3,5,No,5,No,Sale,238170.81,2022-12-07
Riyadh,Central,Al-Sulaimaniya,apartment,150,2,4,1,Yes,7,Yes,Sale,233262.04,2021-12-31
Riyadh,South,Al-Shaalan,apartment,165,2,4,4,Yes,4,No,Sale,248183.15,2022-10-13
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,256,1,4,5,Yes,8,No,Sale,1129606.84,2022-11-01
Riyadh,South,Al-Aziziyah,apartment,174,2,2,1,No,3,Yes,Sale,181181.53,2021-09-14
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,257,3,4,5,No,8,No,Sale,922125.36,2021-08-21
Riyadh,Central,Al-Maather,apartment,223,3,1,1,Yes,7,Yes,Sale,312985.04,2022-06-25
Riyadh,Central,Al-Jaradiyah,apartment,121,1,1,3,No,6,Yes,Sale,162741.33,2020-05-03
Riyadh,North,Al-Izdihar,apartment,275,1,3,1,Yes,1,Yes,Sale,2301201.61,2020-08-06
Riyadh,South,Al-Haï¿½ï¿,apartment,275,1,4,3,Yes,10,No,Sale,250708.73,2021-05-02
Riyadh,South,Al-Aziziyah,apartment,90,2,2,2,Yes,7,Yes,Sale,123829.81,2022-11-04
Riyadh,East,Al-Nahda,apartment,247,1,4,1,No,5,No,Sale,1318228.91,2024-05-25
Riyadh,South,Al-Dar Al-Baida,apartment,197,1,3,4,No,8,Yes,Sale,278642.1,2021-10-04
Riyadh,South,Al-Shaalan,apartment,254,3,1,2,Yes,7,Yes,Sale,252779.19,2024-06-28
Riyadh,South,Al-Khalidiyah,apartment,250,4,1,2,Yes,3,Yes,Sale,231602.74,2021-02-25
Riyadh,South,Al-Khalidiyah,apartment,283,2,4,4,No,4,No,Sale,463687.83,2024-06-12
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,220,1,3,3,Yes,2,No,Sale,904213.83,2024-01-09
Riyadh,East,Ishbiliyah,apartment,228,4,2,5,Yes,1,Yes,Sale,871936.0,2023-01-05
Riyadh,Central,Al-Maather,apartment,234,3,2,3,Yes,2,No,Sale,370326.38,2023-04-29
Riyadh,South,Al-Shaalan,apartment,170,4,3,4,Yes,6,Yes,Sale,149427.5,2021-03-19
Riyadh,East,Al-Manar,apartment,263,4,2,3,Yes,4,No,Sale,1013527.7,2022-02-24
Riyadh,East,Al-Rawdah,apartment,228,1,3,4,Yes,4,No,Sale,990390.39,2022-07-31
Riyadh,West,Tuwaiq,apartment,120,4,3,1,Yes,3,Yes,Sale,401039.08,2022-10-25
Riyadh,West,Tuwaiq,apartment,220,3,1,1,Yes,4,No,Sale,509126.1,2021-11-29
Riyadh,East,Ishbiliyah,apartment,198,3,4,5,Yes,5,No,Sale,727302.86,2021-01-30
Riyadh,West,Al-Mousa,apartment,90,1,1,5,No,10,No,Sale,388085.46,2023-10-13
Riyadh,East,Al-Hamra,apartment,142,3,4,1,No,7,No,Sale,664098.91,2024-01-11
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,111,2,4,2,Yes,5,No,Sale,296217.37,2022-11-12
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,206,2,2,4,Yes,7,No,Sale,443939.93,2021-09-06
Riyadh,East,Ishbiliyah,apartment,204,4,1,3,No,1,Yes,Sale,836616.01,2021-01-09
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,151,1,1,3,Yes,6,No,Sale,544811.34,2024-08-19
Riyadh,West,Al-Badiyah,apartment,166,4,4,3,Yes,5,Yes,Sale,483224.79,2022-02-21
Riyadh,South,Al-Shaalan,apartment,157,3,3,3,No,10,Yes,Sale,235332.87,2021-01-03
Riyadh,East,Al-Yarmouk,apartment,204,2,4,4,Yes,3,Yes,Sale,1047789.64,2022-06-25
Riyadh,Central,Al-Sulaimaniya,apartment,170,4,3,3,No,6,No,Sale,312969.42,2024-12-16
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,100,2,2,5,No,9,No,Sale,912688.93,2020-08-25
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,181,3,2,5,Yes,3,No,Sale,505660.07,2021-02-06
Riyadh,South,Al-Shifa,apartment,208,2,3,5,Yes,3,No,Sale,274170.84,2021-03-08
Riyadh,East,Al-Hamra,apartment,233,1,1,4,Yes,8,Yes,Sale,772579.99,2023-11-29
Riyadh,South,Al-Aziziyah,apartment,119,3,3,5,Yes,10,Yes,Sale,176093.01,2022-06-10
Riyadh,Central,Al-Dhobat,apartment,94,1,3,5,No,10,Yes,Sale,105479.14,2020-10-03
Riyadh,West,Namar,apartment,158,2,4,3,No,5,Yes,Sale,589796.79,2020-01-19
Riyadh,South,Al-Dar Al-Baida,apartment,212,1,3,5,Yes,7,Yes,Sale,328106.43,2023-08-04
Riyadh,Central,Al-Wurud,apartment,93,3,3,5,Yes,8,Yes,Sale,129917.28,2022-04-16
Riyadh,South,Al-Aziziyah,apartment,100,4,1,1,No,7,Yes,Sale,125122.99,2022-04-13
Riyadh,South,Badr,apartment,150,1,4,4,Yes,3,Yes,Sale,207724.58,2023-12-05
Riyadh,Central,Al-Sulaimaniya,apartment,148,3,2,3,No,10,No,Sale,230093.08,2021-05-22
Riyadh,North,Al-Jameah (University District),apartment,175,4,2,3,No,6,No,Sale,2171629.74,2023-03-03
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,90,2,2,2,No,1,Yes,Sale,1005633.58,2024-04-29
Riyadh,West,Shubra,apartment,143,4,2,3,Yes,10,Yes,Sale,497475.15,2021-02-26
Riyadh,West,Al-Huda,apartment,234,3,3,2,No,2,Yes,Sale,904222.85,2021-05-15
Riyadh,North,Al-Aqiq,apartment,251,3,1,5,No,6,No,Sale,2548762.05,2020-10-15
Riyadh,South,Al-Haï¿½ï¿,apartment,170,2,4,2,Yes,6,No,Sale,256927.61,2021-08-14
Riyadh,South,Al-Aziziyah,apartment,191,1,2,5,No,5,No,Sale,299413.38,2022-06-12
Riyadh,North,Al-Yasmeen,apartment,95,3,4,2,Yes,3,Yes,Sale,852388.93,2024-02-20
Riyadh,North,Hittin,apartment,239,3,3,2,No,1,No,Sale,2018628.9,2021-12-02
Riyadh,North,Al-Malqa,apartment,276,3,3,1,No,7,No,Sale,2797288.39,2022-05-30
Riyadh,North,Al-Falah,apartment,186,3,2,2,Yes,4,No,Sale,1744712.42,2021-08-20
Riyadh,Central,Al-Batha,apartment,238,3,3,5,No,10,Yes,Sale,441568.85,2020-08-16
Riyadh,North,Al-Malqa,apartment,137,1,3,1,Yes,9,Yes,Sale,1599376.53,2024-11-29
Riyadh,South,Al-Khalidiyah,apartment,122,3,1,2,Yes,10,No,Sale,186165.21,2022-10-25
Riyadh,West,Tuwaiq,apartment,212,4,4,1,Yes,9,Yes,Sale,777225.39,2021-08-08
Riyadh,East,Al-Jazirah,apartment,204,2,4,3,Yes,1,No,Sale,704023.23,2024-11-07
Riyadh,North,Al-Jameah (University District),apartment,138,2,1,4,No,4,No,Sale,1365954.89,2024-07-17
Riyadh,East,Granada (Ghernata),apartment,206,3,2,2,Yes,4,No,Sale,820173.86,2020-01-23
Riyadh,South,Badr,apartment,211,3,3,1,No,3,No,Sale,237942.03,2024-05-18
Riyadh,East,Al-Yarmouk,apartment,232,1,4,1,No,8,No,Sale,1154062.62,2021-01-18
Riyadh,South,Al-Fawaz,apartment,144,1,2,4,Yes,6,Yes,Sale,141460.38,2021-11-05
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,158,1,3,1,No,5,Yes,Sale,557595.57,2020-06-20
Riyadh,South,Al-Haï¿½ï¿,apartment,101,3,4,3,Yes,1,No,Sale,134815.19,2022-03-27
Riyadh,South,Al-Shaalan,apartment,216,4,2,1,Yes,1,Yes,Sale,278132.33,2021-05-18
Riyadh,Central,Al-Murqab,apartment,249,3,1,5,No,6,Yes,Sale,439499.21,2023-08-31
Riyadh,West,Dhahret Laban,apartment,215,1,2,3,No,2,No,Sale,628435.74,2021-09-06
Riyadh,Central,Al-Murqab,apartment,165,1,1,1,Yes,9,No,Sale,229006.4,2022-08-11
Riyadh,South,Al-Fawaz,apartment,119,4,4,5,No,8,Yes,Sale,160005.67,2023-06-26
Riyadh,North,Al-Yasmeen,apartment,91,4,1,3,Yes,6,No,Sale,767163.92,2023-03-05
Riyadh,North,Al-Malqa,apartment,89,3,2,4,No,5,No,Sale,655331.51,2021-01-25
Riyadh,Central,Al-Morouj,apartment,139,4,1,5,Yes,7,Yes,Sale,215624.59,2022-12-22
Riyadh,Central,Al-Yamamah,apartment,116,4,4,2,Yes,8,Yes,Sale,239127.57,2023-10-30
Riyadh,West,Al-Badiyah,apartment,201,3,1,4,No,10,No,Sale,764622.37,2023-04-11
Riyadh,East,Al-Rayan,apartment,254,1,2,3,No,1,Yes,Sale,1395600.19,2024-11-09
Riyadh,North,Al-Falah,apartment,232,3,2,3,No,5,Yes,Sale,2342052.25,2022-10-24
Riyadh,West,Al-Huda,apartment,104,4,1,2,No,6,Yes,Sale,243279.28,2021-12-29
Riyadh,West,Al-Oraija,apartment,89,3,3,2,No,8,No,Sale,254049.76,2022-11-29
Riyadh,South,Al-Khalidiyah,apartment,90,1,3,5,Yes,6,Yes,Sale,81488.93,2024-01-25
Riyadh,East,Al-Ruwad,apartment,201,2,4,4,Yes,8,No,Sale,720375.85,2024-03-13
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,91,4,1,2,No,8,No,Sale,221480.52,2022-05-09
Riyadh,West,Al-Huda,apartment,133,4,1,1,No,8,Yes,Sale,361980.8,2020-04-01
Riyadh,North,Al-Aarid,apartment,220,4,3,3,Yes,5,Yes,Sale,1609438.33,2021-04-30
Riyadh,Central,Al-Malaz,apartment,194,3,2,4,No,1,Yes,Sale,229402.74,2021-01-15
Riyadh,South,Al-Mansourah,apartment,128,3,2,2,No,6,Yes,Sale,131190.83,2021-12-03
Riyadh,East,Granada (Ghernata),apartment,117,4,1,2,Yes,4,No,Sale,549870.5,2020-04-26
Riyadh,Central,Al-Wurud,apartment,234,3,4,2,Yes,10,No,Sale,332444.93,2021-10-14
Riyadh,North,Al-Ghadeer,apartment,123,2,3,3,No,1,No,Sale,1084372.03,2023-01-03
Riyadh,South,Al-Mansourah,apartment,109,3,4,2,Yes,9,Yes,Sale,136379.75,2021-05-08
Riyadh,South,Al-Shaalan,apartment,168,3,2,5,No,6,No,Sale,169326.26,2022-05-28
Riyadh,East,Al-Shuhada,apartment,114,4,1,2,Yes,8,Yes,Sale,533870.0,2020-08-20
Riyadh,East,Al-Shuhada,apartment,243,2,2,5,Yes,8,No,Sale,847046.34,2023-07-21
Riyadh,North,Al-Malqa,apartment,167,2,1,2,No,10,Yes,Sale,1665116.43,2024-12-28
Riyadh,South,Al-Mansourah,apartment,92,4,1,4,No,8,Yes,Sale,110121.54,2024-04-06
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,254,2,4,2,Yes,9,Yes,Sale,2267378.11,2022-11-01
Riyadh,East,Al-Yarmouk,apartment,164,4,2,4,Yes,8,No,Sale,561473.23,2024-07-10
Riyadh,Central,Al-Yamamah,apartment,116,1,2,3,No,5,Yes,Sale,146264.35,2024-11-16
Riyadh,South,Al-Shaalan,apartment,227,2,1,1,No,5,Yes,Sale,298672.63,2023-11-22
Riyadh,South,Al-Aziziyah,apartment,108,1,4,3,No,6,No,Sale,93251.89,2020-10-14
Riyadh,South,Al-Dar Al-Baida,apartment,110,4,4,4,No,8,No,Sale,157729.8,2024-01-30
Riyadh,East,Al-Khaleej,apartment,234,1,4,5,No,10,Yes,Sale,1028318.09,2020-11-28
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,162,1,1,3,No,1,Yes,Sale,495094.71,2020-07-30
Riyadh,West,Al-Suwaidi,apartment,224,3,1,4,Yes,10,No,Sale,553261.38,2023-09-02
Riyadh,West,Dhahret Laban,apartment,280,3,3,3,No,6,Yes,Sale,966179.09,2023-04-14
Riyadh,East,Al-Khaleej,apartment,255,3,1,1,Yes,5,No,Sale,1026595.53,2024-02-14
Riyadh,North,Al-Sahafa,apartment,136,4,4,4,Yes,5,Yes,Sale,1217184.17,2024-07-04
Riyadh,Central,Al-Olaya,apartment,211,3,2,5,Yes,2,Yes,Sale,275245.66,2023-01-15
Riyadh,East,Al-Munsiyah,apartment,228,2,3,3,Yes,8,Yes,Sale,912110.89,2023-05-24
Riyadh,South,Al-Difa,apartment,204,4,2,5,No,2,Yes,Sale,244251.89,2024-05-30
Riyadh,South,Al-Khalidiyah,apartment,178,4,3,1,No,1,No,Sale,188585.27,2023-06-12
Riyadh,West,Al-Badiyah,apartment,112,1,2,4,No,9,No,Sale,288331.91,2024-05-22
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,176,3,1,3,Yes,4,Yes,Sale,583204.06,2022-05-03
Riyadh,South,Al-Dar Al-Baida,apartment,260,2,2,3,Yes,4,Yes,Sale,391353.14,2022-06-27
Riyadh,South,Al-Dar Al-Baida,apartment,168,3,1,3,No,1,No,Sale,260031.03,2023-03-22
Riyadh,East,Al-Ruwad,apartment,201,4,3,2,Yes,4,No,Sale,778554.84,2024-08-04
Riyadh,South,Al-Haï¿½ï¿,apartment,117,3,2,1,Yes,7,Yes,Sale,146033.87,2021-05-12
Riyadh,North,Al-Izdihar,apartment,191,4,3,5,No,5,No,Sale,2077514.85,2023-01-28
Riyadh,East,Qurtubah,apartment,194,3,3,1,Yes,10,Yes,Sale,839164.32,2024-01-15
Riyadh,North,Al-Malqa,apartment,276,3,4,2,No,2,Yes,Sale,2758650.84,2021-05-20
Riyadh,East,Ishbiliyah,apartment,278,4,3,4,No,4,No,Sale,1428713.16,2021-05-04
Riyadh,South,Al-Difa,apartment,161,4,2,2,Yes,8,Yes,Sale,143661.81,2020-11-04
Riyadh,West,Al-Mousa,apartment,166,1,3,5,No,4,Yes,Sale,705530.77,2024-10-07
Riyadh,East,Al-Rimal,apartment,176,3,3,2,Yes,10,Yes,Sale,762414.85,2024-06-06
Riyadh,Central,Al-Olaya,apartment,183,1,2,3,No,1,Yes,Sale,280943.35,2022-09-06
Riyadh,North,Al-Maseef,apartment,279,4,1,5,No,1,Yes,Sale,3062084.78,2021-12-26
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,252,2,2,4,No,7,Yes,Sale,882515.91,2024-10-03
Riyadh,Central,Al-Yamamah,apartment,97,1,4,5,Yes,10,Yes,Sale,133308.67,2022-12-26
Riyadh,Central,Al-Jaradiyah,apartment,157,2,2,5,No,4,No,Sale,279195.37,2024-02-21
Riyadh,West,Namar,apartment,141,3,1,3,No,10,Yes,Sale,532323.78,2023-03-02
Riyadh,North,Al-Aarid,apartment,126,1,4,2,Yes,3,No,Sale,929021.59,2020-12-08
Riyadh,South,Al-Mansourah,apartment,223,3,1,3,No,7,Yes,Sale,265739.72,2020-09-16
Riyadh,North,Al-Maseef,apartment,202,3,2,1,Yes,4,Yes,Sale,2405824.02,2021-01-24
Riyadh,West,Shubra,apartment,228,4,4,1,No,8,No,Sale,705567.56,2024-01-15
Riyadh,South,Al-Aziziyah,apartment,223,4,4,3,Yes,7,No,Sale,206715.18,2024-04-29
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,270,1,4,4,No,7,Yes,Sale,2372211.38,2023-03-27
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,189,4,3,3,Yes,8,No,Sale,868794.0,2022-03-24
Riyadh,East,Al-Ruwad,apartment,194,1,3,3,Yes,8,Yes,Sale,886874.42,2020-12-21
Riyadh,South,Al-Mansourah,apartment,119,4,3,2,No,6,No,Sale,140775.23,2024-05-20
Riyadh,East,Al-Ruwad,apartment,283,3,1,4,Yes,1,Yes,Sale,1490493.52,2022-12-17
Riyadh,South,Al-Shifa,apartment,92,3,3,2,No,5,No,Sale,103321.12,2023-05-28
Riyadh,East,Al-Nahda,apartment,164,2,2,5,Yes,8,Yes,Sale,632880.84,2022-01-26
Riyadh,East,Al-Yarmouk,apartment,146,3,3,4,Yes,10,No,Sale,542647.02,2020-05-14
Riyadh,South,Badr,apartment,125,4,4,3,Yes,2,Yes,Sale,149145.42,2021-07-05
Riyadh,North,Al-Nakheel,apartment,235,1,3,4,Yes,3,No,Sale,2859097.17,2022-09-05
Riyadh,East,Al-Hamra,apartment,220,2,3,1,Yes,7,Yes,Sale,1204751.87,2024-11-09
Riyadh,North,Al-Wadi,apartment,259,1,4,4,Yes,4,Yes,Sale,1878175.75,2020-09-16
Riyadh,Central,Al-Wurud,apartment,183,2,4,3,No,6,Yes,Sale,289638.86,2022-04-27
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,106,1,1,2,No,6,No,Sale,459396.05,2024-07-12
Riyadh,South,Al-Khalidiyah,apartment,227,2,3,5,Yes,7,No,Sale,188464.5,2020-06-01
Riyadh,Central,Al-Malaz,apartment,239,2,3,2,No,4,No,Sale,351356.76,2020-11-27
Riyadh,Central,Al-Fakheriyah,apartment,227,3,4,1,Yes,10,No,Sale,497020.72,2024-03-31
Riyadh,Central,Al-Fakheriyah,apartment,97,2,4,3,Yes,10,No,Sale,139326.73,2021-02-09
Riyadh,Central,Al-Batha,apartment,140,1,1,3,No,7,Yes,Sale,194470.17,2024-03-20
Riyadh,West,Al-Huda,apartment,198,3,3,4,No,4,No,Sale,611266.34,2020-09-07
Riyadh,Central,Al-Fakheriyah,apartment,91,3,4,5,No,4,Yes,Sale,157635.52,2024-03-01
Riyadh,West,Al-Mousa,apartment,179,2,1,3,No,4,No,Sale,409227.07,2024-03-21
Riyadh,East,Granada (Ghernata),apartment,123,3,4,4,Yes,5,No,Sale,593539.03,2021-11-14
Riyadh,Central,Al-Jaradiyah,apartment,137,4,1,1,No,7,Yes,Sale,233874.7,2023-04-12
Riyadh,Central,Al-Fakheriyah,apartment,259,2,1,3,Yes,3,Yes,Sale,289374.92,2022-04-20
Riyadh,Central,Al-Malaz,apartment,184,4,3,2,Yes,9,No,Sale,297783.43,2022-07-18
Riyadh,East,Al-Khaleej,apartment,158,1,3,5,Yes,8,No,Sale,474209.65,2020-07-02
Riyadh,Central,Al-Yamamah,apartment,226,4,3,2,Yes,6,Yes,Sale,279454.91,2023-01-24
Riyadh,South,Badr,apartment,201,2,2,4,Yes,5,No,Sale,216651.12,2020-06-26
Riyadh,East,Al-Rayan,apartment,164,4,4,2,No,2,Yes,Sale,511414.0,2020-05-16
Riyadh,East,Al-Nahda,apartment,251,3,4,2,Yes,6,No,Sale,1179971.01,2021-05-25
